F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
,11,0,11,0,47,47,,1,0,0,0,0,0,,,,,
,11,2,11,0,54,51,,2,3,0,0,0,2,,,,,
,15,1,15,0,73,70,,1,3,0,0,2,1,,,,,
,13,0,13,4,45,41,,1,0,0,0,0,0,,,,,
,16,1,16,0,66,65,,4,1,0,0,0,1,,,,,
,10,2,10,0,46,44,,0,2,0,0,0,2,,,,,
,25,2,25,0,100,98,,0,2,0,0,0,2,,,,,
,13,2,13,0,64,62,,0,2,0,0,0,2,,,,,
,22,1,22,0,86,85,,79,1,0,0,0,1,,,,,
,11,2,11,0,52,50,,0,2,0,0,0,2,,,,,
,27,1,27,0,139,138,,5,1,0,0,0,1,,,,,
,8,0,8,2,41,39,,0,0,0,0,0,0,,,,,
,7,0,7,4,36,32,,0,0,0,0,0,0,,,,,
,7,0,7,2,28,26,,0,0,0,0,0,0,,,,,
,17,1,17,0,74,73,,0,1,0,0,0,1,,,,,
,7,1,7,0,29,28,,0,1,0,0,0,1,,,,,
,18,0,18,0,84,84,,2,0,0,0,0,0,,,,,
,12,1,12,2,48,45,,7,1,0,0,0,1,,,,,
,17,1,17,2,85,81,,0,2,0,0,0,1,,,,,
,16,6,16,0,82,76,,0,6,0,0,0,6,,,,,
,24,0,24,0,109,99,,47,10,0,2,2,0,,,,,
,21,3,21,0,96,90,,9,6,0,1,0,3,,,,,
,20,1,20,0,92,91,,0,1,0,0,0,1,,,,,
,8,0,8,0,39,39,,0,0,0,0,0,0,,,,,
,24,8,24,0,107,99,,0,8,0,0,0,8,,,,,
,17,0,17,0,63,63,,0,0,0,0,0,0,,,,,
,15,2,15,1,63,60,,0,2,0,0,0,2,,,,,
,14,2,14,0,63,61,,0,2,0,0,0,2,,,,,
,9,1,9,0,44,43,,0,1,0,0,0,1,,,,,
,24,2,24,0,122,114,,2,8,0,0,0,2,,,,,
,23,3,23,0,115,106,,6,9,0,0,0,3,,,,,
,20,2,20,0,90,87,,0,3,0,0,0,2,,,,,
,7,1,7,0,41,40,,0,1,0,0,0,1,,,,,
,16,1,16,0,70,65,,0,5,0,1,0,1,,,,,
,16,0,16,0,68,68,,0,0,0,0,0,0,,,,,
,10,1,10,0,48,46,,0,2,0,0,1,1,,,,,
,21,1,21,0,98,97,,0,1,0,0,0,1,,,,,
,10,1,10,0,64,59,,0,5,0,2,0,1,,,,,
,10,0,10,0,46,46,,0,0,0,0,0,0,,,,,
,18,1,18,0,74,73,,0,1,0,0,0,1,,,,,
,12,1,12,0,57,56,,0,1,0,0,0,1,,,,,
,7,2,7,0,34,32,,0,2,0,0,0,2,,,,,
,11,1,11,4,47,42,,0,1,0,0,0,1,,,,,
,12,0,12,0,46,46,,0,0,0,0,0,0,,,,,
,8,0,8,0,31,31,,31,0,0,0,0,0,,,,,
,13,0,13,0,46,46,,46,0,0,0,0,0,,,,,
,17,0,17,0,116,100,,14,16,7,2,4,0,,,,,
,19,0,19,0,112,101,,4,11,6,2,0,0,,,,,
,10,1,10,0,48,47,,0,1,0,0,0,1,,,,,
,11,0,11,0,63,59,,9,4,0,1,1,0,,,,,
,18,1,18,0,114,102,,4,12,5,0,2,1,,,,,
,13,0,13,0,62,59,,4,3,0,1,0,0,,,,,
,10,0,10,1,53,49,,10,3,0,1,0,0,,,,,
,12,0,12,0,65,62,,8,3,0,0,3,0,,,,,
,11,0,11,0,55,54,,6,1,0,0,1,0,,,,,
,12,0,12,0,55,49,,3,6,0,2,0,0,,,,,
,10,0,10,0,56,52,,0,4,4,0,0,0,,,,,
,20,1,20,0,109,93,,14,16,8,1,0,1,,,,,
,19,2,19,0,111,97,,10,14,2,0,0,2,,,,,
,11,0,11,0,50,47,,6,3,2,0,1,0,,,,,
,15,0,15,0,74,67,,14,7,0,1,3,0,,,,,
,21,1,21,0,110,100,,10,10,1,1,2,1,,,,,
,19,0,19,0,83,83,,5,0,0,0,0,0,,,,,
,13,0,13,0,69,69,,54,0,0,0,0,0,,,,,
,2,1,2,0,16,14,,14,2,0,0,0,1,,,,,
,20,1,20,2,94,84,,8,8,4,1,0,1,,,,,
,15,0,15,0,67,62,,0,5,2,1,0,0,,,,,
,22,0,22,0,110,100,,23,10,2,3,0,0,,,,,
,20,0,20,0,112,103,,7,9,2,4,0,0,,,,,
,8,0,8,2,31,29,,17,0,0,0,0,0,,,,,
,7,0,7,0,31,31,,31,0,0,0,0,0,,,,,
,13,0,13,0,57,54,,8,3,0,1,0,0,,,,,
,16,0,16,1,69,65,,11,3,0,1,0,0,,,,,
,19,1,19,0,113,103,,24,10,2,4,0,1,,,,,
,14,0,14,0,54,54,,4,0,0,0,0,0,,,,,
,3,0,3,0,36,36,,6,0,0,0,0,0,,,,,
,13,0,13,0,58,58,,4,0,0,0,0,0,,,,,
,14,0,14,0,54,54,,6,0,0,0,0,0,,,,,
,10,4,10,0,63,55,,2,8,0,2,0,4,,,,,
,9,0,9,0,29,29,,0,0,0,0,0,0,,,,,
,9,0,9,0,41,41,,5,0,0,0,0,0,,,,,
,9,0,9,0,30,30,,0,0,0,0,0,0,,,,,
,11,0,11,0,51,51,,0,0,0,0,0,0,,,,,
,5,0,5,0,30,30,,7,0,0,0,0,0,,,,,
,17,0,17,0,69,69,,1,0,0,0,0,0,,,,,
,11,1,11,1,46,44,,2,1,0,0,0,1,,,,,
,8,0,8,1,30,29,,0,0,0,0,0,0,,,,,
,12,3,12,0,45,41,,3,4,0,0,0,3,,,,,
,17,1,17,0,77,76,,0,1,0,0,0,1,,,,,
,18,0,18,0,77,77,,0,0,0,0,0,0,,,,,
,16,2,16,0,79,73,,17,6,0,0,4,2,,,,,
,7,1,7,1,72,69,,0,2,0,0,0,1,,,,,
,13,0,13,0,73,72,,7,1,0,0,1,0,,,,,
,8,1,8,0,43,39,,0,4,0,0,0,1,,,,,
,7,0,7,0,31,31,,0,0,0,0,0,0,,,,,
,13,2,13,0,57,55,,4,2,0,0,0,2,,,,,
,9,0,9,0,37,35,,0,2,2,0,0,0,,,,,
,7,0,7,0,39,35,,0,4,4,0,0,0,,,,,
,12,0,12,0,58,55,,6,3,3,0,0,0,,,,,
,14,0,14,0,52,48,,0,4,0,0,0,0,,,,,
,7,1,7,0,49,48,,21,1,0,0,0,1,,,,,
,12,1,12,0,46,44,,1,2,0,0,1,1,,,,,
,8,0,8,0,28,25,,0,3,0,0,0,0,,,,,
,13,0,13,0,72,62,,0,10,0,0,0,0,,,,,
,7,0,7,1,38,36,,0,1,0,0,1,0,,,,,
,15,3,15,0,82,79,,1,3,0,0,0,3,,,,,
,11,0,11,0,45,45,,0,0,0,0,0,0,,,,,
,9,2,9,0,36,34,,0,2,0,0,0,2,,,,,
,13,1,13,0,63,62,,4,1,0,0,0,1,,,,,
,11,0,11,0,40,40,,0,0,0,0,0,0,,,,,
,9,0,9,0,44,44,,3,0,0,0,0,0,,,,,
,12,0,12,2,43,41,,1,0,0,0,0,0,,,,,
,12,1,12,0,50,49,,2,1,0,0,0,1,,,,,
,13,0,13,0,64,61,,1,3,0,1,0,0,,,,,
,19,0,19,0,85,83,,6,2,2,0,0,0,,,,,
,12,0,12,0,57,56,,4,1,0,0,1,0,,,,,
,10,4,10,0,63,55,,2,8,0,2,0,4,,,,,
,9,0,9,0,29,29,,0,0,0,0,0,0,,,,,
,9,0,9,0,41,41,,5,0,0,0,0,0,,,,,
,15,3,15,0,56,53,,3,3,0,0,0,3,,,,,
,11,0,11,0,51,51,,0,0,0,0,0,0,,,,,
,17,0,17,0,69,69,,1,0,0,0,0,0,,,,,
,11,1,11,1,46,44,,2,1,0,0,0,1,,,,,
,9,0,9,4,36,29,,0,3,0,0,0,0,,,,,
,10,2,10,0,55,53,,1,2,0,0,0,2,,,,,
,2,1,2,0,139,117,,105,22,21,0,0,1,,,,,
,13,2,13,0,68,66,,1,2,0,0,0,2,,,,,
,11,2,11,0,45,42,,2,3,0,0,0,2,,,,,
,10,2,10,0,53,50,,11,3,1,0,0,2,,,,,
,11,3,11,0,48,41,,0,7,0,0,4,3,,,,,
,6,2,6,0,38,36,,2,2,0,0,0,2,,,,,
,8,0,8,0,34,30,,1,4,2,0,0,0,,,,,
,5,1,5,0,46,39,,14,7,6,0,0,1,,,,,
,22,1,22,0,89,87,,1,2,0,0,1,1,,,,,
,7,1,7,0,41,40,,16,1,0,0,0,1,,,,,
,7,2,7,0,51,43,,0,8,0,0,0,2,,,,,
,8,1,8,0,43,33,,2,10,0,0,8,1,,,,,
,4,3,4,0,42,39,,1,3,0,0,0,3,,,,,
,7,0,7,0,47,28,,28,19,5,0,0,0,,,,,
,6,0,6,0,42,40,,0,2,0,0,2,0,,,,,
,8,0,8,0,39,39,,0,0,0,0,0,0,,,,,
,12,0,12,0,46,46,,0,0,0,0,0,0,,,,,
,12,0,12,0,74,63,,8,11,0,0,1,0,,,,,
,17,0,17,8,60,47,,4,5,0,0,0,0,,,,,
,6,1,6,0,39,37,,12,2,0,0,0,1,,,,,
,9,2,9,0,43,40,,0,3,0,0,0,2,,,,,
,16,2,16,0,79,73,,17,6,0,0,4,2,,,,,
,7,1,7,1,72,69,,0,2,0,0,0,1,,,,,
,13,0,13,0,73,72,,7,1,0,0,1,0,,,,,
,25,4,25,0,94,90,,2,4,0,0,0,4,,,,,
,16,1,16,0,85,82,,2,3,0,0,2,1,,,,,
,8,1,8,0,40,38,,1,2,0,0,0,1,,,,,
,5,1,5,0,42,41,,0,1,0,0,0,1,,,,,
,9,3,9,0,53,50,,1,3,0,0,0,3,,,,,
,7,2,7,0,38,36,,0,2,0,0,0,2,,,,,
,11,0,11,0,42,37,,0,5,0,1,0,0,,,,,
,10,1,10,2,48,45,,3,1,0,0,0,1,,,,,
,7,0,7,0,34,34,,1,0,0,0,0,0,,,,,
,21,0,21,0,88,85,,6,3,0,1,0,0,,,,,
,8,0,8,0,38,38,,3,0,0,0,0,0,,,,,
,8,1,8,0,43,42,,4,1,0,0,0,1,,,,,
,11,0,11,0,41,41,,1,0,0,0,0,0,,,,,
,18,0,18,1,68,67,,5,0,0,0,0,0,,,,,
,50,3,50,0,208,195,,5,13,0,1,2,3,,,,,
,18,2,18,0,76,74,,2,2,0,0,0,2,,,,,
,9,0,9,0,40,40,,0,0,0,0,0,0,,,,,
,9,2,9,0,36,34,,0,2,0,0,0,2,,,,,
,13,1,13,0,63,62,,4,1,0,0,0,1,,,,,
,11,0,11,0,40,40,,0,0,0,0,0,0,,,,,
,4,1,4,0,17,15,,1,2,0,0,0,1,,,,,
,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,
,6,0,6,0,19,17,,2,2,0,0,2,0,,,,,
,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,
,7,1,7,2,30,25,,3,3,0,0,0,1,,,,,
,14,0,14,7,46,39,,4,0,0,0,0,0,,,,,
,13,2,13,0,64,60,,0,4,0,1,0,2,,,,,
,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,
,1,0,1,0,5,4,,1,1,0,0,0,0,,,,,
,19,1,19,0,71,70,,0,1,0,0,0,1,,,,,
,28,3,28,0,122,116,,1,6,0,1,0,3,,,,,
,23,0,23,0,99,99,,12,0,0,0,0,0,,,,,
,17,1,17,2,93,86,,2,5,0,1,0,1,,,,,
,16,0,16,0,83,77,,1,6,0,0,0,0,,,,,
,13,0,13,2,58,56,,0,0,0,0,0,0,,,,,
,14,0,14,0,56,55,,4,1,0,0,0,0,,,,,
,26,2,26,0,102,100,,5,2,0,0,0,2,,,,,
,33,2,33,0,134,132,,1,2,0,0,0,2,,,,,
,6,1,6,0,33,31,,1,2,0,0,0,1,,,,,
,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,
,5,0,5,0,28,27,,2,1,0,0,0,0,,,,,
,22,0,22,2,89,86,,8,1,0,0,0,0,,,,,
,1,0,1,0,1,0,,0,1,0,0,0,0,,,,,
,17,2,17,8,95,79,,0,8,0,2,0,2,,,,,
,18,1,18,0,80,79,,1,1,0,0,0,1,,,,,
,15,1,15,0,68,67,,0,1,0,0,0,1,,,,,
,6,0,6,0,22,19,,0,3,0,0,0,0,,,,,
,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,
,16,1,16,0,82,74,,0,8,0,2,0,1,,,,,
,22,0,22,0,79,79,,1,0,0,0,0,0,,,,,
,16,2,16,0,67,65,,5,2,0,0,0,2,,,,,
,12,0,12,1,52,51,,1,0,0,0,0,0,,,,,
,12,0,12,0,59,59,,0,0,0,0,0,0,,,,,
,10,1,10,0,52,51,,4,1,0,0,0,1,,,,,
,23,2,23,0,94,92,,0,2,0,0,0,2,,,,,
,26,2,26,0,105,96,,1,9,0,1,0,2,,,,,
,8,0,8,0,58,57,,57,0,0,0,0,0,,,,,
,16,1,16,0,92,91,,0,1,0,0,0,1,,,,,
,13,0,13,0,60,57,,0,3,0,0,3,0,,,,,
,17,1,17,0,81,79,,0,2,0,0,0,1,,,,,
,8,0,8,0,35,31,,30,4,2,0,0,0,,,,,
,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,
,14,0,14,0,73,71,,2,2,0,0,0,0,,,,,
,13,0,13,0,58,58,,5,0,0,0,0,0,,,,,
,12,0,12,1,51,50,,50,0,0,0,0,0,,,,,
,19,0,19,0,69,69,,26,0,0,0,0,0,,,,,
,21,1,21,0,121,120,,2,1,0,0,0,1,,,,,
,19,0,19,2,80,78,,0,0,0,0,0,0,,,,,
,12,0,12,0,56,56,,56,0,0,0,0,0,,,,,
,15,0,15,0,64,64,,64,0,0,0,0,0,,,,,
,16,0,16,0,60,60,,60,0,0,0,0,0,,,,,
,15,0,15,1,65,63,,63,1,0,0,0,0,,,,,
,35,1,35,2,147,142,,142,3,0,0,2,1,,,,,
,17,0,17,0,101,97,,47,4,0,0,4,0,,,,,
,10,0,10,0,61,61,,15,0,0,0,0,0,,,,,
,13,0,13,0,67,66,,11,1,1,0,0,0,,,,,
,19,1,19,0,78,75,,2,3,0,0,2,1,,,,,
,13,0,13,0,85,85,,1,0,0,0,0,0,,,,,
,11,0,11,0,48,46,,0,2,0,0,2,0,,,,,
,9,0,9,0,54,47,,15,7,0,1,4,0,,,,,
,12,0,12,4,57,42,,42,11,0,1,8,0,,,,,
,27,7,27,0,92,77,,19,15,0,0,8,7,,,,,
,15,1,15,0,66,65,,37,1,0,0,0,1,,,,,
,15,0,15,0,62,55,,51,7,0,0,6,0,,,,,
,11,0,11,0,49,43,,1,6,0,0,6,0,,,,,
,12,0,12,2,51,47,,5,2,0,0,2,0,,,,,
,19,0,19,0,94,77,,77,17,9,0,8,0,,,,,
,29,1,29,0,143,127,,38,16,5,0,4,1,,,,,
,11,0,11,0,55,47,,47,8,0,0,8,0,,,,,
,12,0,12,0,44,34,,34,10,0,0,10,0,,,,,
,15,0,15,0,72,72,,72,0,0,0,0,0,,,,,
,18,0,18,0,85,81,,41,4,0,0,4,0,,,,,
,26,2,26,0,122,118,,2,4,0,0,2,2,,,,,
,13,0,13,0,58,48,,18,10,6,0,4,0,,,,,
,13,0,13,0,48,48,,48,0,0,0,0,0,,,,,
,37,1,37,0,155,151,,67,4,0,1,0,1,,,,,
,35,1,35,0,149,148,,0,1,0,0,0,1,,,,,
,9,0,9,0,44,44,,32,0,0,0,0,0,,,,,
,8,0,8,0,45,45,,45,0,0,0,0,0,,,,,
,11,0,11,0,73,73,,73,0,0,0,0,0,,,,,
,8,0,8,0,47,47,,22,0,0,0,0,0,,,,,
,40,0,40,0,180,167,,167,13,0,0,12,0,,,,,
,10,0,10,0,53,45,,45,8,4,0,4,0,,,,,
,17,0,17,3,92,85,,2,4,0,0,4,0,,,,,
,10,3,10,0,45,40,,0,5,0,0,2,3,,,,,
,14,0,14,0,65,58,,58,7,5,0,2,0,,,,,
,16,0,16,0,99,91,,43,8,5,0,3,0,,,,,
,10,1,10,2,55,52,,14,1,0,0,0,1,,,,,
,21,0,21,0,91,80,,80,11,0,0,11,0,,,,,
,17,0,17,2,80,78,,1,0,0,0,0,0,,,,,
,15,1,15,0,71,68,,0,3,0,0,2,1,,,,,
,23,2,23,2,111,107,,0,2,0,0,0,2,,,,,
,26,0,26,0,119,106,,47,13,0,1,6,0,,,,,
,20,0,20,0,94,89,,80,5,5,0,0,0,,,,,
,34,0,34,0,162,153,,23,9,1,0,8,0,,,,,
,22,0,22,0,92,87,,81,5,5,0,0,0,,,,,
,13,0,13,0,61,49,,3,12,0,0,12,0,,,,,
,7,1,7,0,55,40,,40,15,8,0,6,1,,,,,
,12,1,12,0,61,52,,52,9,0,0,8,1,,,,,
,12,0,12,0,56,56,,1,0,0,0,0,0,,,,,
,30,0,30,0,143,143,,12,0,0,0,0,0,,,,,
,9,0,9,0,55,54,,19,1,0,0,0,0,,,,,
,9,0,9,0,43,43,,1,0,0,0,0,0,,,,,
,25,0,25,0,103,101,,1,2,0,0,2,0,,,,,
,13,0,13,0,60,52,,3,8,0,0,8,0,,,,,
,8,0,8,0,48,38,,15,10,7,1,0,0,,,,,
,22,0,22,0,92,86,,0,6,4,0,2,0,,,,,
,20,0,20,0,114,110,,20,4,4,0,0,0,,,,,
,16,0,16,0,64,64,,1,0,0,0,0,0,,,,,
,8,0,8,0,45,41,,15,4,4,0,0,0,,,,,
,19,1,19,7,85,76,,0,2,0,0,0,1,,,,,
,9,0,9,0,45,42,,1,3,0,1,0,0,,,,,
,12,0,12,0,61,57,,13,4,4,0,0,0,,,,,
,13,0,13,0,62,62,,2,0,0,0,0,0,,,,,
,17,0,17,0,88,85,,1,3,0,0,2,0,,,,,
,15,0,15,0,58,56,,56,2,0,0,2,0,,,,,
,12,0,12,0,49,47,,0,2,0,0,2,0,,,,,
,11,0,11,0,49,44,,1,5,5,0,0,0,,,,,
,43,0,43,0,187,183,,39,4,2,0,0,0,,,,,
,19,0,19,0,97,95,,14,2,0,0,2,0,,,,,
,12,1,12,0,64,51,,0,13,0,0,12,1,,,,,
,16,1,16,0,71,66,,28,5,3,0,0,1,,,,,
,19,2,19,0,78,74,,0,4,0,0,2,2,,,,,
,18,1,18,0,96,95,,20,1,0,0,0,1,,,,,
,14,0,14,0,62,60,,0,2,0,0,2,0,,,,,
,17,1,17,0,72,60,,18,12,0,0,11,1,,,,,
,9,0,9,0,48,48,,22,0,0,0,0,0,,,,,
,15,0,15,0,58,58,,0,0,0,0,0,0,,,,,
,12,0,12,1,67,66,,20,0,0,0,0,0,,,,,
,25,0,25,0,109,106,,0,3,0,0,2,0,,,,,
,9,0,9,0,44,34,,0,10,10,0,0,0,,,,,
,19,1,19,0,76,73,,1,3,0,0,2,1,,,,,
,15,1,15,4,57,50,,0,3,0,0,2,1,,,,,
,23,1,23,1,108,106,,0,1,0,0,0,1,,,,,
,17,0,17,0,85,79,,15,6,0,0,6,0,,,,,
,23,1,23,0,105,91,,87,14,11,0,2,1,,,,,
,16,0,16,0,83,71,,71,12,4,0,8,0,,,,,
,10,0,10,1,44,43,,0,0,0,0,0,0,,,,,
,27,0,27,0,126,100,,26,26,0,0,26,0,,,,,
,17,0,17,0,90,87,,87,3,0,0,2,0,,,,,
,12,0,12,1,76,75,,75,0,0,0,0,0,,,,,
,13,0,13,1,70,69,,64,0,0,0,0,0,,,,,
,19,0,19,0,83,74,,67,9,9,0,0,0,,,,,
,9,0,9,0,56,56,,56,0,0,0,0,0,,,,,
,12,0,12,0,49,47,,47,2,0,0,2,0,,,,,
,26,1,26,0,151,144,,49,7,6,0,0,1,,,,,
,12,0,12,0,49,47,,1,2,0,0,2,0,,,,,
,10,0,10,0,51,51,,12,0,0,0,0,0,,,,,
,10,1,10,4,55,50,,1,1,0,0,0,1,,,,,
,7,0,7,0,50,50,,50,0,0,0,0,0,,,,,
,23,0,23,0,97,93,,3,4,0,0,4,0,,,,,
,11,1,11,4,73,64,,17,5,0,2,0,1,,,,,
,15,0,15,0,61,61,,57,0,0,0,0,0,,,,,
,24,1,24,0,101,96,,34,5,0,0,2,1,,,,,
,22,0,22,0,89,87,,0,2,0,0,2,0,,,,,
,14,0,14,0,71,67,,67,4,0,0,4,0,,,,,
,16,0,16,0,67,63,,63,4,4,0,0,0,,,,,
,13,0,13,0,52,49,,49,3,1,0,2,0,,,,,
,14,0,14,0,69,60,,1,9,0,0,2,0,,,,,
,19,0,19,0,87,87,,3,0,0,0,0,0,,,,,
,10,0,10,0,44,44,,1,0,0,0,0,0,,,,,
,24,0,24,0,106,98,,98,8,5,0,3,0,,,,,
,13,0,13,4,59,55,,55,0,0,0,0,0,,,,,
,17,0,17,0,81,80,,18,1,0,0,0,0,,,,,
,14,0,14,0,62,58,,19,4,4,0,0,0,,,,,
,10,0,10,0,49,49,,49,0,0,0,0,0,,,,,
,24,0,24,0,109,99,,99,10,10,0,0,0,,,,,
,25,0,25,0,105,99,,99,6,5,0,0,0,,,,,
,22,0,22,0,85,80,,80,5,3,0,2,0,,,,,
,11,0,11,0,45,43,,1,2,0,0,2,0,,,,,
,21,1,21,0,81,70,,3,11,4,0,6,1,,,,,
,17,0,17,0,77,73,,4,4,0,0,4,0,,,,,
,15,0,15,0,65,60,,11,5,5,0,0,0,,,,,
,11,0,11,0,58,56,,1,2,0,0,2,0,,,,,
,15,0,15,3,67,63,,63,1,0,0,0,0,,,,,
,16,0,16,1,63,62,,62,0,0,0,0,0,,,,,
,17,0,17,1,71,56,,56,14,7,0,6,0,,,,,
,12,0,12,0,54,49,,1,5,0,1,2,0,,,,,
,21,0,21,0,86,81,,1,5,2,1,0,0,,,,,
,32,1,32,0,133,122,,43,11,5,1,0,1,,,,,
,14,0,14,0,64,64,,64,0,0,0,0,0,,,,,
,24,0,24,1,92,90,,1,1,0,0,0,0,,,,,
,16,0,16,0,69,64,,64,5,5,0,0,0,,,,,
,20,0,20,0,105,95,,95,10,10,0,0,0,,,,,
,20,0,20,0,99,99,,15,0,0,0,0,0,,,,,
,16,0,16,0,79,74,,74,5,5,0,0,0,,,,,
,21,0,21,0,100,88,,27,12,9,1,0,0,,,,,
,54,1,54,5,219,208,,90,6,3,0,2,1,,,,,
,23,0,23,0,116,105,,5,11,4,0,6,0,,,,,
,15,0,15,0,70,68,,1,2,0,0,2,0,,,,,
,10,0,10,0,61,60,,15,1,0,0,0,0,,,,,
,15,0,15,0,61,49,,42,12,0,0,12,0,,,,,
,18,0,18,0,67,55,,3,12,7,0,4,0,,,,,
,20,0,20,2,88,82,,39,4,4,0,0,0,,,,,
,24,0,24,0,87,81,,7,6,6,0,0,0,,,,,
,12,0,12,0,60,53,,2,7,5,0,2,0,,,,,
,21,0,21,0,116,105,,10,11,4,3,2,0,,,,,
,10,0,10,0,47,45,,1,2,0,0,2,0,,,,,
,9,0,9,0,47,47,,19,0,0,0,0,0,,,,,
,13,0,13,0,52,49,,49,3,0,0,2,0,,,,,
,19,0,19,0,77,72,,23,5,4,0,0,0,,,,,
,22,1,22,0,92,89,,53,3,0,0,2,1,,,,,
,9,0,9,0,46,39,,5,7,3,2,0,0,,,,,
,8,0,8,0,47,44,,1,3,0,1,0,0,,,,,
,16,0,16,0,85,85,,13,0,0,0,0,0,,,,,
,11,0,11,0,50,46,,1,4,0,0,4,0,,,,,
,14,0,14,0,65,59,,18,6,5,0,0,0,,,,,
,33,0,33,1,154,134,,3,19,0,1,12,0,,,,,
,12,0,12,0,53,51,,1,2,0,0,2,0,,,,,
,14,0,14,0,70,63,,63,7,7,0,0,0,,,,,
,27,0,27,5,112,102,,1,5,0,1,2,0,,,,,
,17,0,17,0,75,61,,61,14,12,0,2,0,,,,,
,10,0,10,0,56,51,,45,5,5,0,0,0,,,,,
,25,1,25,4,121,105,,3,12,0,1,8,1,,,,,
,14,0,14,0,74,64,,23,10,0,0,0,0,,,,,
,21,0,21,1,75,71,,7,3,0,0,2,0,,,,,
,12,0,12,0,74,66,,26,8,0,0,8,0,,,,,
,14,0,14,0,54,52,,1,2,0,0,2,0,,,,,
,14,0,14,0,64,64,,15,0,0,0,0,0,,,,,
,13,0,13,0,54,43,,19,11,0,0,2,0,,,,,
,17,1,17,0,79,75,,13,4,0,1,0,1,,,,,
,20,0,20,0,90,87,,6,3,0,0,3,0,,,,,
,27,0,27,1,141,127,,80,13,0,0,12,0,,,,,
,28,0,28,0,142,135,,12,7,0,1,0,0,,,,,
,39,1,39,0,175,146,,63,29,4,1,20,1,,,,,
,28,1,28,0,135,124,,1,11,0,2,6,1,,,,,
,10,0,10,0,54,54,,19,0,0,0,0,0,,,,,
,37,0,37,0,170,149,,3,21,0,1,10,0,,,,,
,23,1,23,0,105,102,,98,3,0,0,2,1,,,,,
,18,1,18,0,86,83,,16,3,0,0,2,1,,,,,
,11,0,11,0,79,76,,37,3,0,1,0,0,,,,,
,12,0,12,0,70,64,,20,6,0,0,6,0,,,,,
,13,0,13,0,60,56,,28,4,0,0,4,0,,,,,
,29,0,29,0,117,109,,35,8,0,0,8,0,,,,,
,13,0,13,0,77,50,,50,27,0,0,26,0,,,,,
,16,0,16,0,63,61,,1,2,0,0,2,0,,,,,
,18,0,18,0,82,69,,1,13,0,1,8,0,,,,,
,56,3,56,0,228,207,,4,21,0,2,12,3,,,,,
,39,0,39,1,172,158,,15,13,0,1,8,0,,,,,
,19,1,19,0,98,94,,45,4,1,0,2,1,,,,,
,28,0,28,1,128,124,,25,3,0,0,2,0,,,,,
,24,0,24,0,148,130,,62,18,0,1,14,0,,,,,
,8,0,8,0,49,47,,47,2,0,0,2,0,,,,,
,16,1,16,0,78,71,,71,7,4,0,2,1,,,,,
,15,0,15,0,62,59,,2,3,0,1,0,0,,,,,
,16,0,16,0,82,67,,40,15,7,0,8,0,,,,,
,54,1,54,0,226,223,,2,3,0,0,0,1,,,,,
,16,0,16,0,66,60,,2,6,4,0,2,0,,,,,
,17,0,17,1,61,58,,1,2,0,0,2,0,,,,,
,23,0,23,0,95,94,,19,1,0,0,1,0,,,,,
,40,1,40,0,209,200,,5,9,2,0,4,1,,,,,
,15,0,15,0,73,56,,56,17,4,0,12,0,,,,,
,19,1,19,0,88,82,,82,6,0,0,4,1,,,,,
,56,3,56,1,225,213,,13,11,0,0,6,3,,,,,
,10,0,10,3,52,49,,1,0,0,0,0,0,,,,,
,7,0,7,0,43,43,,1,0,0,0,0,0,,,,,
,13,1,13,0,68,65,,53,3,0,0,2,1,,,,,
,30,2,30,0,131,116,,116,15,13,0,0,2,,,,,
,11,0,11,0,58,50,,1,8,0,0,8,0,,,,,
,9,0,9,0,58,42,,42,16,0,0,16,0,,,,,
,27,1,27,0,123,122,,2,1,0,0,0,1,,,,,
,18,0,18,0,88,87,,1,1,0,0,0,0,,,,,
,20,0,20,0,82,67,,15,15,8,0,6,0,,,,,
,14,0,14,0,69,61,,15,8,0,0,8,0,,,,,
,43,2,43,0,200,186,,57,14,0,0,6,2,,,,,
,16,1,16,3,60,52,,14,5,0,0,4,1,,,,,
,11,0,11,0,66,66,,14,0,0,0,0,0,,,,,
,15,0,15,0,71,69,,14,2,0,0,2,0,,,,,
,21,0,21,0,96,95,,17,1,1,0,0,0,,,,,
,19,0,19,1,95,94,,15,0,0,0,0,0,,,,,
,27,0,27,0,124,118,,21,6,0,0,0,0,,,,,
,9,0,9,0,50,50,,15,0,0,0,0,0,,,,,
,25,3,25,0,116,110,,4,6,0,0,2,3,,,,,
,23,1,23,2,99,89,,29,8,1,0,4,1,,,,,
,49,5,49,0,223,215,,52,8,0,0,2,5,,,,,
,14,0,14,0,68,68,,18,0,0,0,0,0,,,,,
,12,0,12,1,65,55,,0,9,0,0,8,0,,,,,
,19,1,19,0,79,76,,22,3,0,0,2,1,,,,,
,11,0,11,0,45,43,,11,2,0,0,2,0,,,,,
,22,0,22,0,97,91,,3,6,0,0,6,0,,,,,
